"en_es_DEEP"	"MatConf"
"Algunos de los detenidos llevaban 11 meses recluidos sin cargos, sin acceso a un abogado ni comunicación con sus familiares."	1
"27 de febrero y 15 de abril de 2003"	0
"*MEDIDAS PARA MEJORAR LOS MARCOS JURÍDICOS INTERNACIONALES"	0
"7. Confirma además que los requisitos del párrafo 1 a) supra se aplicarán también al pago de rescates a personas, grupos, empresas o entidades incluidos en la Lista de sanciones contra Al-Qaida, independientemente de cómo o quién pague el rescate;"	1
"Mientras tanto, el Programa de las Naciones Unidas para el Desarrollo (PNUD) está implementando un programa de reinserción a corto plazo dirigido a 5.200 excombatientes y las comunidades donde se están reasentando."	0
"La policía lanzó gases lacrimógenos para dispersar a los partidarios de ambos partidos que lanzaban piedras en las calles."	1
"La ineficacia del sistema judicial agrava la situación."	0
"3. Durante los últimos seis meses, la crisis cada vez más profunda en la República Árabe Siria ha seguido afectando al Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener ramificaciones negativas para la estabilidad del Líbano."	1
"S/RES/1612 (2005), op. 13"	0
"Como lo solicitó el Consejo en sus resoluciones 2170 (2014) y 2178 (2014), el Consejo también recibió información de los Presidentes del Comité del Consejo de Seguridad establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) relativas a AlQaida y las personas y entidades asociadas y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo."	0
"Si bien las medidas contra la piratería siguen resultando eficaces, la comunidad internacional debe seguir apoyando al Gobierno de Somalia en sus esfuerzos por cumplir sus compromisos, como se describe en Visión 2016 y el Pacto de Somalia."	0
"5. Somalia ha carecido de un gobierno central que funcione desde la caída del régimen de Siad Barre en 1991."	0
"29. Por lo tanto, ante la percepción de amenaza que representaba la manifestación para el régimen y el orden público, las máximas autoridades del Estado indicaron que incluso si no hubiera existido un decreto que prohibía las manifestaciones públicas, no habrían permitido ni tolerado la marcha prevista."	1
"117. Especialmente desde que la comunidad internacional tomó conciencia de las repercusiones de las acciones de los Janjaweed, las respuestas del Gobierno del Sudán al uso del término parecen haber tenido como objetivo negar la existencia de cualquier vínculo entre el Estado y los Janjaweed; y la mayoría de los funcionarios atribuyen habitualmente las acciones de los Janjaweed a \"bandidos armados\", \"elementos incontrolados\" o incluso al ELS y el JEM."	1
"3. Thorayah El-Khidir Makki Tutu"	0
"En un caso denunciado en Deleba, en Darfur occidental, la víctima fue asesinada a golpes."	1
"Un civil murió como resultado del enfrentamiento."	1
"600. Es a la luz de esta norma jurídica internacional que debe considerarse la obligación del Sudán de pagar indemnización por todos los crímenes perpetrados en Darfur por sus agentes y funcionarios u órganos de facto."	1
"1. Reitera su preocupación por la persistencia de la crisis y el deterioro de la situación en Costa de Marfil, que amenazan gravemente la paz y la estabilidad en la región de África Occidental;"	1
"294. Considerando los límites de sus funciones inherentes, la Comisión no ha podido afirmar con certeza el número de víctimas civiles en Darfur."	1
"Muchos Estados también seguirán enfrentándose a cuestiones como la radicalización, el extremismo violento y el movimiento de terroristas a través de las fronteras."	1
"C. Verificación y análisis 91 - 95 28"	0
"La aplicación plena y amplia de la prohibición de viajar proporcionaría verdaderos dividendos en la lucha contra el terrorismo de Al-Qaida y los talibanes, pero las pruebas indican que sus efectos actuales son limitados."	0
"Mediante la resolución 1425 (2002), el Consejo estableció el Grupo de Expertos sobre Somalia, al que sucedió el Grupo de Supervisión establecido mediante la resolución 1519 (2003)."	0
"- El 19 de septiembre, tras la explosión de un vehículo al chocar contra una mina en Aguelhok, seis miembros heridos del batallón chadiano fueron evacuados en helicóptero al centro médico chino Rol II."	1
"Esto provocó el desplazamiento de más de 1.000 civiles. La policía no tomó ninguna medida contra los Janjaweed."	1
"Destaca la necesidad de un compromiso sin reservas con el proceso de integración de las fuerzas armadas, en el espíritu del Acuerdo Global e Inclusivo."	0
"Canal estadounidense NBC News, periodista estadounidense Ayman Mohyeldin -- 17 de enero de 2012"	0
"Destaca la importancia de desarrollar la capacidad de una policía nacional eficaz y profesional en Haití."	1
"1.10 Se ha ultimado un nuevo proyecto de ley sobre infracciones de la aviación civil, que sustituirá a la Ley sobre infracciones de la aviación civil de 1972."	0
"Oceans Beyond Piracy, una organización no gubernamental, estimó que en 2013 se habían gastado 3.200 millones de dólares para combatir la piratería, y que la comunidad internacional había gastado unos 139 millones de dólares por cada ataque."	0
"El Consejo de Seguridad insta, a este respecto, a las autoridades encargadas del período de transición a que adopten medidas rápidas para luchar eficazmente contra la impunidad y promover la justicia garantizando que los autores sean llevados ante la justicia."	0
"Como resultado de los gases lacrimógenos, los gritos y los disparos de las fuerzas de seguridad, la multitud entró en pánico y se desordenó."	1
"o El 5 de noviembre de 2014, las fuerzas del régimen atacaron la escuela primaria Hazrma en Damasco Rural e hirieron a un niño."	1
"f) Disuadir cualquier intento de uso de la fuerza para amenazar los procesos de Goma y Nairobi por parte de cualquier grupo armado, extranjero o congoleño, en particular en la parte oriental de la República Democrática del Congo, incluso utilizando tácticas de acordonamiento y búsqueda y adoptando todas las medidas necesarias las operaciones necesarias para prevenir ataques contra civiles y perturbar la capacidad militar de los grupos armados ilegales que continúan utilizando la violencia en esa zona;"	1
"405. Incluso en situaciones en las que un Estado ha derogado legalmente determinadas disposiciones del Pacto, la prohibición de la detención no reconocida, la toma de rehenes o los secuestros es absoluta."	0
"285. En algunos Estados, las definiciones vagas o demasiado amplias de delitos terroristas siguen planteando un desafío para la aplicación efectiva de la resolución 1373 (2001)."	1
"En la actualidad, se cree que unos 47 grupos armados no estatales “poseen o poseen” sistemas portátiles de defensa aérea."	1
"Puede que haya habido menos operaciones importantes de las que los dirigentes de Al-Qaida hubieran deseado, pero la detención o muerte de presuntos terroristas relacionados con Al-Qaida en más de 40 países de todo el mundo desde que el Equipo informó por última vez en noviembre de 2006 (S/2007/ 132) sugiere un alto volumen de planificación terrorista."	1
"En África Oriental y Meridional, apoya la Red Nacional de Control de Aduanas, que permite a los países registrar y analizar información sobre envíos y personas sospechosas, incluidos aspectos relacionados con la lucha contra el terrorismo."	0
"Sin embargo, durante el mandato del Grupo no fue posible viajar a un pequeño número de zonas de interés para éste, entre ellas Sirba, en Darfur occidental, y la zona de Dobo (al este de Jebel Marra)."	0
"Si bien la Comisión está convencida, sobre la base de las pruebas de testigos independientes, de que las F-FDTL iniciaron el intercambio de disparos, en ese momento cada parte creyó que había sido atacada por la otra."	1
"S/RES/1325 (2000), op. 9"	0
"En el pasado, era común que las autoridades enviaran a familias enteras a campos de prisioneros políticos por delitos políticos cometidos por parientes cercanos (incluidos los antepasados, hasta la tercera generación) sobre la base del principio de culpabilidad por asociación."	1
"Mayores costos: pago por despido y pérdida de uso del fondo de pensiones"	0
"C. Kalimanzira Ministro del Interior en funciones"	0
"B. Costos laborales improductivos 49 - 53 21"	0
"Durante el mes de febrero, se denunciaron más de 20 robos a mano armada en las carreteras a lo largo del eje Guiglo-Duékoué, mientras que en Bangolo se registraron 10 ataques armados. El 23 de marzo de 2008, un soldado de las fuerzas de defensa y seguridad de Costa de Marfil fue asesinado en Duékoué por bandidos armados no identificados."	1
"El secuestro de un sacerdote francés en Camerún por Boko Haram y Ansaru trabajando juntos en noviembre de 2013 demuestra la capacidad de estos dos grupos para actuar más allá de las fronteras de Nigeria."	1
"De los 238 ataques del régimen en Alepo, sólo 14 han tenido como objetivo a ISIS."	1
