"es"	"MatConf"
"El Coronel Reis condujo a los agentes de la PNTL a pie desde su cuartel general hacia la intersección del Ministerio de Justicia. Llevaba la bandera de las Naciones Unidas."	1
"Exhortando a la comunidad internacional, en particular a los países de la región y a los vecinos del Iraq, a que apoyen al pueblo iraquí en la búsqueda de la paz, la estabilidad, la seguridad, la democracia y la prosperidad, acogiendo con beneplácito las conferencias ampliadas de los países vecinos celebradas en Sharm el-Sheij, Estambul y Kuwait y su función de apoyo a los esfuerzos del Gobierno del Iraq por lograr la seguridad y la estabilidad en el Iraq, así como sus resultados positivos para la paz y la seguridad internacionales y regionales, acogiendo también con beneplácito el hecho de que la conferencia ampliada de los países vecinos celebrada en Kuwait el 22 de abril de 2008 aprobara las atribuciones del mecanismo de apoyo, y destacando que la aplicación efectiva de esta resolución contribuirá a la estabilidad regional,"	0
"Ejecución sujeta a la disponibilidad de fondos Dotación de instrumentos operacionales prácticos al personal para integrar sistemáticamente las cuestiones de género en la labor relacionada con la reforma del sector de la seguridad; aplicación de las recomendaciones surgidas del Foro sobre género y gobernanza en África de 2005 para lograr el objetivo de la Unión Africana de que en las asambleas nacionales haya un 30% de mujeres."	0
"Aunque las fuerzas rebeldes también han organizado ataques, la Comisión no ha encontrado pruebas de que fueran generalizados o que se hubieran dirigido regularmente contra la población civil."	1
"En 2009, la Federación de Rusia endureció las sanciones penales por asistir o participar en actividades terroristas (incluido el reclutamiento) y se presentó un proyecto de ley para endurecer la responsabilidad penal por delitos relacionados con el terrorismo."	0
"En el marco del Grupo de Trabajo sobre la lucha contra la financiación del terrorismo, que forma parte del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, y su iniciativa mundial de protección de las organizaciones sin fines de lucro contra el abuso de los terroristas, la Dirección Ejecutiva organizó un seminario regional para los Estados Miembros de África oriental, que se celebró en marzo de 2012 en Nairobi. En el seminario se examinaron las prácticas nacionales y se determinaron las deficiencias en la supervisión del sector de organizaciones sin fines de lucro con respecto a determinados riesgos en materia de financiación del terrorismo."	0
"Este uso de explosivos caseros demuestra cómo los terroristas relacionados con Al-Qaida adaptan sus métodos en países en que el embargo de armas se aplica eficazmente."	1
"La oposición utilizó armas compradas en el mercado de Bakaaraha para combatir al Gobierno Federal de Transición con el fin de controlar la ciudad de Baidoa en la región de Bay (Somalia), importante desde el punto de vista estratégico."	1
"El General de Brigada Taur Matan Ruak declinó la petición del Presidente Gusmão de asistir a la manifestación y, en su lugar, envió al Jefe de Estado Mayor de las F-FDTL, el Coronel Lere Annan Timor."	0
"El programa requiere que los excombatientes regresen abiertamente, entreguen sus armas, se comprometan a respetar la legitimidad del Gobierno y el imperio de la ley y se sometan a un mecanismo de supervisión comunitario, junto con otras medidas que se acordarán dependiendo de las circunstancias del caso."	0
"En cuanto a los aspectos militares de la reforma del sector de la seguridad, el Gobierno ha dejado en claro que desea depender en gran medida de la ayuda bilateral para aumentar las capacidades del ejército."	0
"Robert Montoya no pudo presentar al Grupo ningún documento que demostrara el intercambio de propiedad de Côte d'Ivoire a la empresa Darkwood o a BSVT."	0
"Los periodistas de Côte d'Ivoire, sobre todo los simpatizantes de los partidos de la oposición, son objeto de actos de violencia, presiones y amenazas de muerte."	1
"Reino Unido de Gran Bretaña e Irlanda del Norte: Tratado de Extradición."	0
"105. El periodista iraní Mostafa Afzalzadeh, el 11 de enero."	0
":: El 30 de noviembre de 2014, unos aviones de combate del régimen lanzaron un misil sobre la ciudad de Andan y causaron la muerte de 11 personas, incluido 1 niño. Deraa"	1
"La mayoría de los Estados disponen de legislación en materia de blanqueo de dinero, y cuatro de ellos incorporan la financiación del terrorismo como delito determinante."	0
"Posteriormente, ese testigo dijo que el General Assef Shawkat, ya fallecido, había obligado al Sr. Abu Adass a grabar la cinta aproximadamente 15 días antes del asesinato, en Damasco."	1
":: El 28 de noviembre de 2014, unos aviones de combate del régimen lanzaron un misil contra un cruce de agua entre las aldeas de Bolail y Sabha en la provincia de Deir Ezzor y el ataque se saldó con cinco muertos y seis heridos. Ambulancias"	1
"Conforme a lo solicitado por el Consejo en las resoluciones 2170 (2014) y 2178 (2014), el Consejo también recibió información de los Presidentes del Comité del Consejo de Seguridad establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) relativas a Al-Qaida y personas y entidades asociadas y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo."	0
"Además, los miembros de los movimientos rebeldes procedían principalmente de grupos de defensa de los poblados locales contra determinadas tribus, los que se habían formado para responder al aumento de los ataques de otras tribus."	1
"A excepción de un Estado, que ha suministrado muy poca información pertinente, todos los Estados de Asia Oriental son miembros de varias organizaciones regionales y mecanismos para la cooperación internacional en la lucha contra el terrorismo y han procurado fortalecer estas relaciones."	0
"En los párrafos 1, 2 y 7 de la resolución 1844 (2008), impuso medidas específicas (prohibición de viajar, congelación de activos y embargo de armas selectivo) contra las personas y entidades designadas por el Comité."	1
"El tercer factor era la presencia insuficiente de la policía y el cuarto la injerencia de agentes extranjeros en Darfur."	1
"La Comisión Nacional obtuvo pruebas de que las fuerzas armadas habían bombardeado zonas en las que se habían refugiado algunos miembros de la oposición, lo que había causado la muerte de algunos civiles."	1
"Pese a que esta prohibición se ve reforzada por la aplicación de controles fronterizos estrictos, muchos ciudadanos siguen asumiendo el riesgo de huir, especialmente a China."	1
"En Indonesia, Jemaah Islamiyah parece haber dejado de usar artefactos improvisados de grandes dimensiones transportados en vehículos y compuestos de explosivos comerciales o improvisados (clorato de potasio, azufre y polvo de aluminio combinados con una carga iniciadora, por ejemplo TNT), como los usados en el primer atentado de Bali en octubre de 2002, y prefiere ahora un método más selectivo, con bombas más pequeñas transportadas por personas a la zona escogida como blanco, tal como sucedió en el segundo atentado de Bali en octubre de 2005."	1
"b) Se agregará un nuevo inciso ii) al párrafo B que diga lo siguiente:"	0
"Destacando en este contexto la importancia de que el Gobierno [del país afectado] siga avanzando para poner fin a la impunidad y fortalecer las instituciones judiciales, el estado de derecho y el respeto de los derechos humanos en [el país afectado], incluidos los de las mujeres y las niñas, así como en el proceso de reconstrucción y reforma del sistema penitenciario en [el país afectado]."	0
"Me causó gran preocupación el hecho de que, poco después de retirar sus tropas, activos militares y aparato de inteligencia, la República Árabe Siria impidiera la entrada a su territorio de los camiones procedentes del Líbano."	1
"Se ha detenido arbitrariamente a periodistas eminentes por haber expresado su opinión en cuestiones relativas a los derechos humanos, asuntos constitucionales y el Estado de derecho."	1
"La estrategia también procura ampliar el círculo de donantes mediante la inclusión de países en los que se hayan elaborado enfoques o sistemas de lucha contra el terrorismo particularmente efectivos."	0
"Exhorta a todas las partes a que respeten el carácter civil y humanitario de los campamentos de refugiados y los emplazamientos de desplazados internos ..."	0
"Ningún Estado informó al Comité de ningún intento de violar el embargo de armas, pero el Equipo ha observado varias situaciones en las cuales su aplicación efectiva se ve complicada por factores como la presencia de entidades asociadas con Al-Qaida en regiones que salen de conflictos o en zonas fuera del control de un gobierno, por ejemplo en Somalia y el Afganistán."	1
"Los grupos terroristas y demás grupos armados no estatales con acceso a los mercados delictivos transfronterizos pueden tener menores incentivos para abandonar los conflictos y llegar a un arreglo político."	1
"278. Los gastos de viaje y de subsistencia fueron desglosados por la Chevron U.S.A. en las siguientes categorías: alojamiento, billetes aéreos, transporte terrestre y gastos médicos, gastos de teléfono, comidas y rubros diversos, como gastos de lavandería."	0
